date,high,low,open,close,volume
2017-07-24 00:00:00+05:30,323.8,315.39,315.6,318.65,12576130
2017-07-25 00:00:00+05:30,324.74,317.22,319.34,323.57,12826760
2017-07-26 00:00:00+05:30,344.8,321.05,324.94,342.39,42745710
2017-07-27 00:00:00+05:30,359.6,348.4,349.45,357.17,59043405
2017-07-28 00:00:00+05:30,372.2,353,353,368.37,42766660
2017-07-31 00:00:00+05:30,371.6,360.63,370,361.9,21767735
2017-08-01 00:00:00+05:30,367.6,361.83,363.74,365.45,14552820
2017-08-02 00:00:00+05:30,368.59,362.61,366,365.8,10065875
2017-08-03 00:00:00+05:30,365.78,354.46,364.4,357.09,14988025
2017-08-04 00:00:00+05:30,363.05,352.71,354,361.59,14304925
2017-08-07 00:00:00+05:30,363.4,358.75,362,359.97,6655985
2017-08-08 00:00:00+05:30,360.4,350.8,359.8,352.71,11647730
2017-08-09 00:00:00+05:30,354.89,347.2,351.2,348.31,9912435
2017-08-10 00:00:00+05:30,348.84,342.02,348.31,346.02,10660635
2017-08-11 00:00:00+05:30,351.46,340.43,341.4,347.88,15510645
2017-08-14 00:00:00+05:30,357.2,350.04,350.4,355.7,9926005
2017-08-16 00:00:00+05:30,357.8,346.4,356.81,352.37,18723055
2017-08-17 00:00:00+05:30,355.8,345.86,355.8,347.62,9567955
2017-08-18 00:00:00+05:30,347.46,341.66,346.98,344.15,8394525
2017-08-21 00:00:00+05:30,350.6,342.02,344.2,343.34,7164610
2017-08-22 00:00:00+05:30,346.4,337.2,346.4,342.58,13768740
2017-08-23 00:00:00+05:30,345.6,339.52,343.74,344.65,11216740
2017-08-24 00:00:00+05:30,347.79,342.88,345.56,343.89,8865265
2017-08-28 00:00:00+05:30,351.56,342.32,344.6,350.67,9749985
2017-08-29 00:00:00+05:30,350.67,343.21,350.4,344.31,8813485
2017-08-30 00:00:00+05:30,353,346.21,346.31,350.42,9864255
2017-08-31 00:00:00+05:30,354.88,349.01,350,350.61,12833805
2017-09-01 00:00:00+05:30,356,350.67,350.67,355.29,7997070
2017-09-04 00:00:00+05:30,355.93,347.41,354.1,352.82,8600510
2017-09-05 00:00:00+05:30,357.56,353,353.4,355.65,8064790
2017-09-06 00:00:00+05:30,360.96,352.46,354,358.79,9434255
2017-09-07 00:00:00+05:30,363.8,358.48,360.36,360,8895275
2017-09-08 00:00:00+05:30,361.54,356.05,361.4,357.8,5402980
2017-09-11 00:00:00+05:30,373.15,358.85,359.25,368.41,16706180
2017-09-12 00:00:00+05:30,371.77,364.4,370.98,370.15,10676065
2017-09-13 00:00:00+05:30,372.4,366.52,370.4,367.8,6871880
2017-09-14 00:00:00+05:30,373.2,368.04,369.08,370.31,6350920
2017-09-15 00:00:00+05:30,371.8,365.46,365.68,369.01,8160390
2017-09-18 00:00:00+05:30,374.4,370.2,370.42,371.83,7120825
2017-09-19 00:00:00+05:30,374.4,369.43,372.28,373.3,5622390
2017-09-20 00:00:00+05:30,377.2,372.2,373,376.02,6049650
2017-09-21 00:00:00+05:30,382.9,373.35,375.3,377.05,7307710
2017-09-22 00:00:00+05:30,376.8,359.45,376.8,360.65,12176561
2017-09-25 00:00:00+05:30,363.7,349,361,359.6,9426506
2017-09-26 00:00:00+05:30,363,355.7,361,360.75,6184763
2017-09-27 00:00:00+05:30,364.9,350.75,364.9,353.2,8301438
2017-09-28 00:00:00+05:30,355.45,347.3,353.5,350.8,11672921
2017-09-29 00:00:00+05:30,353.9,345.1,353.7,350,10421179
2017-10-03 00:00:00+05:30,354.9,347.5,354.9,351.05,8078173
2017-10-04 00:00:00+05:30,357.5,351.05,352.7,355.8,7252399
2017-10-05 00:00:00+05:30,367.5,357,357.3,359.45,10552658
2017-10-06 00:00:00+05:30,366.8,360.6,360.6,365.8,4977073
2017-10-09 00:00:00+05:30,372.65,363.15,367.9,370.9,5402776
2017-10-10 00:00:00+05:30,374,371,372,372.9,5475930
2017-10-11 00:00:00+05:30,375,362,374.2,363,7532154
2017-10-12 00:00:00+05:30,367.65,359,363.1,365.4,7573094
2017-10-13 00:00:00+05:30,373.05,365.95,366,369.7,5848807
2017-10-16 00:00:00+05:30,374.2,365.75,374,367.7,5086334
2017-10-17 00:00:00+05:30,375.9,368,369,373.55,6984827
2017-10-18 00:00:00+05:30,368,359,366,362.4,12849346
2017-10-19 00:00:00+05:30,365.3,355,364.4,357.8,1935015
2017-10-23 00:00:00+05:30,364.55,351,358,353.9,9451524
2017-10-24 00:00:00+05:30,363.4,344.6,355.7,347.6,12420114
2017-10-25 00:00:00+05:30,356,312.85,356,326.9,33427154
2017-10-26 00:00:00+05:30,338.65,318,331.9,331.2,26581626
2017-10-27 00:00:00+05:30,313.5,298.55,307,307.05,80906668
2017-10-30 00:00:00+05:30,317.45,308.1,311.5,314.85,23574790
2017-10-31 00:00:00+05:30,319.25,311.3,317.5,314.25,11811133
2017-11-01 00:00:00+05:30,320.5,316.45,317,318.8,9265421
2017-11-02 00:00:00+05:30,323.9,318.2,321,320.45,9244908
2017-11-03 00:00:00+05:30,328,321.7,322.45,325.95,12865964
2017-11-06 00:00:00+05:30,329,317.8,327,319.65,9427134
2017-11-07 00:00:00+05:30,323,305.5,323,311.7,30444032
2017-11-08 00:00:00+05:30,313.65,301.85,313.2,303.8,25323557
2017-11-09 00:00:00+05:30,308.8,302,305.95,304.65,15467103
2017-11-10 00:00:00+05:30,309.9,302,305,304.05,11561127
2017-11-13 00:00:00+05:30,307.95,303.05,306.75,303.75,6538482
2017-11-14 00:00:00+05:30,306.35,302,305,302.55,9724235
2017-11-15 00:00:00+05:30,305.8,295.6,302.8,300.95,13048729
2017-11-16 00:00:00+05:30,303.95,297.5,302.9,301.3,9008654
2017-11-17 00:00:00+05:30,314.4,305.1,308,306.1,18464900
2017-11-20 00:00:00+05:30,314,308.2,309.45,313.35,9652806
2017-11-21 00:00:00+05:30,318,310.7,316,312.3,9635431
2017-11-22 00:00:00+05:30,315.8,307,315.6,309.75,6979712
2017-11-23 00:00:00+05:30,316.35,307.15,310,313.25,7091441
2017-11-24 00:00:00+05:30,315.95,312.05,315,313.05,7331839
2017-11-27 00:00:00+05:30,316,309.5,312,315.3,5301460
2017-11-28 00:00:00+05:30,316.9,313.65,314.5,315,5342555
2017-11-29 00:00:00+05:30,316,310.95,315,312.9,5457734
2017-11-30 00:00:00+05:30,311.95,305,311,306.9,9124083
2017-12-01 00:00:00+05:30,309.9,305.1,307.8,306.85,6121307
2017-12-04 00:00:00+05:30,308.2,301.65,307.8,303.2,6436175
2017-12-05 00:00:00+05:30,310,300.6,302.15,308.7,7558058
2017-12-06 00:00:00+05:30,309.9,304.6,306.8,306.45,6114939
2017-12-07 00:00:00+05:30,311.95,306.55,306.55,310.5,5794382
2017-12-08 00:00:00+05:30,315.5,311,312,312.7,8434605
2017-12-11 00:00:00+05:30,315.8,310.6,313.5,311.6,4416465
2017-12-12 00:00:00+05:30,312,305.9,312,306.8,5457103
2017-12-13 00:00:00+05:30,307.35,301.05,306.35,301.9,6911856
2017-12-14 00:00:00+05:30,304.65,301.75,303.9,303.9,4904177
2017-12-15 00:00:00+05:30,317.45,307,307,315.9,20571225
2017-12-18 00:00:00+05:30,318,305.3,315.9,311.15,13690080
2017-12-19 00:00:00+05:30,314.4,309.55,314,312.25,6290291
2017-12-20 00:00:00+05:30,313.4,310,312.4,311.7,6605913
2017-12-21 00:00:00+05:30,313.95,309.4,311.2,310.45,7130623
2017-12-22 00:00:00+05:30,313.5,308.7,310.5,310.15,7895699
2017-12-26 00:00:00+05:30,317.9,310.2,310.5,315.5,9269961
2017-12-27 00:00:00+05:30,318.95,313.35,316.65,315.15,8912485
2017-12-28 00:00:00+05:30,316,311.8,314,313.5,7927990
2017-12-29 00:00:00+05:30,315.8,312.8,313.5,315.15,4718184
2018-01-01 00:00:00+05:30,317.75,311.3,315.5,312.6,4019878
2018-01-02 00:00:00+05:30,314,307.15,313.4,311.65,5224976
2018-01-03 00:00:00+05:30,316.5,311.15,312,315.85,5672263
2018-01-04 00:00:00+05:30,318.4,313,316,317.1,5667580
2018-01-05 00:00:00+05:30,337.9,317.45,317.5,332.85,30720675
2018-01-08 00:00:00+05:30,341.3,331.3,336,333.6,12747890
2018-01-09 00:00:00+05:30,342.8,327.55,334.9,341.35,13282560
2018-01-10 00:00:00+05:30,342.35,335.45,341.5,339.8,10385044
2018-01-11 00:00:00+05:30,344.25,335.3,339,343.15,8266266
2018-01-12 00:00:00+05:30,344.7,337.55,344.1,340.9,5688676
2018-01-15 00:00:00+05:30,343.7,335.1,341.9,336,7142164
2018-01-16 00:00:00+05:30,338.75,328,336,334.85,7296505
2018-01-17 00:00:00+05:30,343.5,331.4,335.1,342.4,7985222
2018-01-18 00:00:00+05:30,356.9,332.35,350,341.2,35465087
2018-01-19 00:00:00+05:30,352.25,339.1,347.5,349.35,21425789
2018-01-22 00:00:00+05:30,358.25,348.75,349.95,355.35,13456538
2018-01-23 00:00:00+05:30,360.4,352.3,359.85,359.55,10196645
2018-01-24 00:00:00+05:30,366.3,356,357,364.8,11258771
2018-01-25 00:00:00+05:30,364.5,355.65,364.5,361.6,8963188
2018-01-29 00:00:00+05:30,363.7,355.55,361.2,358,7931235
2018-01-30 00:00:00+05:30,360.8,351.85,358,353.35,7890491
2018-01-31 00:00:00+05:30,356.55,350.45,353,354.4,8527044
2018-02-01 00:00:00+05:30,367.25,352.65,355,359.9,15217926
2018-02-02 00:00:00+05:30,356,341.8,354.2,349.05,16298953
2018-02-05 00:00:00+05:30,349,333.6,340,343.6,13407059
2018-02-06 00:00:00+05:30,342.9,324,325,338.75,12557261
2018-02-07 00:00:00+05:30,344,330.6,344,332.9,11681640
2018-02-08 00:00:00+05:30,340.35,331.5,332.9,335,7785799
2018-02-09 00:00:00+05:30,331.45,324,330,325.55,9395513
2018-02-12 00:00:00+05:30,337.2,326.6,326.6,335.4,12049356
2018-02-14 00:00:00+05:30,337.85,318.95,336,320.35,13548524
2018-02-15 00:00:00+05:30,328.8,317.7,321.2,319.8,15482667
2018-02-16 00:00:00+05:30,325,309.65,324,311.8,18611798
2018-02-19 00:00:00+05:30,315,307.55,313.85,312.05,9311433
2018-02-20 00:00:00+05:30,316.1,307.5,314.35,308.7,11389041
2018-02-21 00:00:00+05:30,313.9,304.5,311,312.35,13342678
2018-02-22 00:00:00+05:30,316.9,308.15,311.9,316.1,14787238
2018-02-23 00:00:00+05:30,326,316.45,316.45,323.45,11399732
2018-02-26 00:00:00+05:30,328.2,319.35,326.5,326.15,9225197
2018-02-27 00:00:00+05:30,334.25,325,325.3,327.15,15104405
2018-02-28 00:00:00+05:30,325.2,318.05,323,322.3,10985771
2018-03-01 00:00:00+05:30,326,318.35,322.1,321.05,7333939
2018-03-05 00:00:00+05:30,319,311.15,318.5,312.95,7973146
2018-03-06 00:00:00+05:30,320.5,309.85,317,312.15,8299126
2018-03-07 00:00:00+05:30,314.9,308,312,311.95,8420190
2018-03-08 00:00:00+05:30,313.25,294.7,312.3,308.55,24027679
2018-03-09 00:00:00+05:30,310.95,301.3,310,303.25,11596136
2018-03-12 00:00:00+05:30,314.5,301.35,305.2,311.15,12860205
2018-03-13 00:00:00+05:30,315.4,309.8,310,312.8,11436348
2018-03-14 00:00:00+05:30,321.9,308.2,311.8,318.85,12905495
2018-03-15 00:00:00+05:30,321,310.85,318.95,311.85,9999620
2018-03-16 00:00:00+05:30,316.85,310,312.4,312.9,17094363
2018-03-19 00:00:00+05:30,316.5,302.5,316,304.8,11267355
2018-03-20 00:00:00+05:30,305.8,299.7,303,302.4,9874137
2018-03-21 00:00:00+05:30,309.05,300.05,305,300.75,13383435
2018-03-22 00:00:00+05:30,303.7,295.75,301.8,298.25,19356591
2018-03-23 00:00:00+05:30,293.05,285,293,286.65,21617995
2018-03-26 00:00:00+05:30,304.9,286,286.5,303.35,24240033
2018-03-27 00:00:00+05:30,309.25,300.7,307,303.5,15267419
2018-03-28 00:00:00+05:30,307.5,299.1,300.15,304.85,14952643
2018-04-02 00:00:00+05:30,308.5,303.6,307,306.25,8844027
2018-04-03 00:00:00+05:30,314.2,304,306.45,313.1,10392997
2018-04-04 00:00:00+05:30,320,304,313,305.45,13516525
2018-04-05 00:00:00+05:30,315.6,307.8,311.8,313.05,11449637
2018-04-06 00:00:00+05:30,316,311.6,314.7,314.5,8598435
2018-04-09 00:00:00+05:30,319.9,314.4,316,316.25,14002415
2018-04-10 00:00:00+05:30,320.5,315,320.1,319.25,9976629
2018-04-11 00:00:00+05:30,320,310.5,320,312,9921987
2018-04-12 00:00:00+05:30,313.35,308,312.2,311.75,11359462
2018-04-13 00:00:00+05:30,314.45,305.7,312.6,309.55,12849690
2018-04-16 00:00:00+05:30,311.1,306.45,307,310.35,10808237
2018-04-17 00:00:00+05:30,313.35,307.25,311.9,307.9,12509310
2018-04-18 00:00:00+05:30,313.7,308.75,311,309.55,11323144
2018-04-19 00:00:00+05:30,319.5,309,311,318.5,13498117
2018-04-20 00:00:00+05:30,317.7,306.05,317.7,308.55,21800867
2018-04-23 00:00:00+05:30,317,309,310.9,313.05,10927239
2018-04-24 00:00:00+05:30,328.8,314,314,324,24392058
2018-04-25 00:00:00+05:30,328.5,317.45,323.75,325.25,15370686
2018-04-26 00:00:00+05:30,360.25,323.6,327.95,352.4,62364794
2018-04-27 00:00:00+05:30,369,345.1,365,348.9,52230752
2018-04-30 00:00:00+05:30,367.2,350.3,350.9,362,28400085
2018-05-02 00:00:00+05:30,364.7,351.7,361.95,354.25,13058846
2018-05-03 00:00:00+05:30,359.25,346.5,354,353.95,15431044
2018-05-04 00:00:00+05:30,357.75,344.2,354.5,345.1,12241946
2018-05-07 00:00:00+05:30,350,342.65,347.8,347.9,6781161
2018-05-08 00:00:00+05:30,353.95,340.5,350,343.3,11670852
2018-05-09 00:00:00+05:30,349.75,343.2,344.45,347.85,9802803
2018-05-10 00:00:00+05:30,350.95,342.65,350.95,344.65,7330619
2018-05-11 00:00:00+05:30,351.8,341.8,346.5,350.25,7642090
2018-05-14 00:00:00+05:30,353.8,343.1,350.8,344.8,7468232
2018-05-15 00:00:00+05:30,354.6,343.6,346,345.75,12805393
2018-05-16 00:00:00+05:30,356.45,342,344,349.75,12708109
2018-05-17 00:00:00+05:30,352,344,351.5,345.3,6702419
2018-05-18 00:00:00+05:30,348.8,343.1,346.5,345.5,8938377
2018-05-21 00:00:00+05:30,349.2,333.05,346,334.15,8748958
2018-05-22 00:00:00+05:30,340.75,331,334.1,334.7,10869535
2018-05-23 00:00:00+05:30,338.75,331.5,335,333.7,7738850
2018-05-24 00:00:00+05:30,337,325.6,336.7,330,8077461
2018-05-25 00:00:00+05:30,341.9,332,333,339.4,6957024
2018-05-28 00:00:00+05:30,348.25,340.75,341.5,345.2,8982939
2018-05-29 00:00:00+05:30,345.9,335.1,344.4,338.05,7870400
2018-05-30 00:00:00+05:30,344,332.65,335.75,343.15,10036644
2018-05-31 00:00:00+05:30,349.4,338,345.4,346.2,17910411
2018-06-01 00:00:00+05:30,348.7,340.25,347,342.7,9470256
2018-06-04 00:00:00+05:30,350.9,342,343.9,342.95,14501600
2018-06-05 00:00:00+05:30,342.75,333.65,342.5,336.75,8492155
2018-06-06 00:00:00+05:30,340.55,332.55,337.95,339.15,8211104
2018-06-07 00:00:00+05:30,345.5,338,341.2,339.55,9630695
2018-06-08 00:00:00+05:30,340.25,335.05,337.5,337.65,5851442
2018-06-11 00:00:00+05:30,344.85,334.7,338.6,335.7,11980621
2018-06-12 00:00:00+05:30,337.95,331.2,335.7,332.2,9851496
2018-06-13 00:00:00+05:30,336.9,331.5,336.9,333.2,7530350
2018-06-14 00:00:00+05:30,338.35,330.55,333,337.2,6819965
2018-06-15 00:00:00+05:30,336.2,328.65,333,330.65,8518379
2018-06-18 00:00:00+05:30,333.85,327.7,330.8,331.65,6785348
2018-06-19 00:00:00+05:30,334.5,328.5,330.95,330.9,8566372
2018-06-20 00:00:00+05:30,337,331.4,331.9,336.1,7720519
2018-06-21 00:00:00+05:30,337.6,331.2,336.8,332.95,5133865
2018-06-22 00:00:00+05:30,335.7,329.5,333.6,335.1,6006046
2018-06-25 00:00:00+05:30,338.95,332.9,334.75,334.15,5792052
2018-06-26 00:00:00+05:30,337.75,332.05,333.1,335.95,4706265
2018-06-27 00:00:00+05:30,337.75,331.05,336,335.6,6930662
2018-06-28 00:00:00+05:30,336.4,327.3,336.4,329.3,8130250
2018-06-29 00:00:00+05:30,341.75,329.65,330.7,339.65,8963268
2018-07-02 00:00:00+05:30,341.7,332.35,338.05,337.05,8091469
2018-07-03 00:00:00+05:30,340.5,335.3,337.7,336.9,4998778
2018-07-04 00:00:00+05:30,337.5,332.5,337,335.55,4507001
2018-07-05 00:00:00+05:30,350.8,338.6,338.75,348.65,21239763
2018-07-06 00:00:00+05:30,357.7,347,348.3,352.6,17790500
2018-07-09 00:00:00+05:30,366.9,355,356.1,363.3,16834621
2018-07-10 00:00:00+05:30,373.1,360,363.9,371.4,20404168
2018-07-11 00:00:00+05:30,373.35,367.45,370.95,371.6,9423127
2018-07-12 00:00:00+05:30,385,372.5,372.5,374.8,17868601
2018-07-13 00:00:00+05:30,380.3,367.3,376.9,376,15448753
2018-07-16 00:00:00+05:30,380.8,369.6,376,378.5,9093938
2018-07-17 00:00:00+05:30,385.9,375.6,377.9,380.8,12586691
2018-07-18 00:00:00+05:30,388,378,381.9,383.65,10472260
2018-07-19 00:00:00+05:30,394.35,379.4,380.95,392.3,17050256
2018-07-20 00:00:00+05:30,392.5,385.3,391.1,386.5,10076070
2018-07-23 00:00:00+05:30,392.35,382.75,387.9,386.6,9511403
2018-07-24 00:00:00+05:30,390,382.7,389.2,384.35,9785989
2018-07-25 00:00:00+05:30,392.7,381.5,386,382.9,12467278
2018-07-26 00:00:00+05:30,386.3,358.55,385,369.75,35251243
2018-07-27 00:00:00+05:30,374.9,362.4,374.9,370,17100821
2018-07-30 00:00:00+05:30,373,365.25,372,369.3,11469162
2018-07-31 00:00:00+05:30,374.7,366.4,370,367.95,9734450
2018-08-01 00:00:00+05:30,371.55,362,369.9,365.85,7742871
2018-08-02 00:00:00+05:30,365.65,356.65,364.95,361.8,8365895
2018-08-03 00:00:00+05:30,374,364,364,373.2,10625834
2018-08-06 00:00:00+05:30,380.7,373.45,374,377.9,12018227
2018-08-07 00:00:00+05:30,386.4,376.5,380,381.65,13526041
2018-08-08 00:00:00+05:30,385.75,379.55,382.6,382.75,6767532
2018-08-09 00:00:00+05:30,384.7,377.65,383.5,381.05,5854134
2018-08-10 00:00:00+05:30,391,381,382,382.85,13916077
2018-08-13 00:00:00+05:30,383,368.3,379,370.7,9205915
2018-08-14 00:00:00+05:30,384.3,368.15,369,382.5,12351125
2018-08-16 00:00:00+05:30,384.85,374.2,381.2,378.45,11567658
2018-08-17 00:00:00+05:30,395.65,380.3,382.4,393.2,16094026
2018-08-20 00:00:00+05:30,404,392.55,396.8,394,15247130
2018-08-21 00:00:00+05:30,397.45,389.5,396,391.35,9991245
2018-08-23 00:00:00+05:30,395.5,383.35,395.25,388.6,9262319
2018-08-24 00:00:00+05:30,388.7,372.85,387,374.2,16301075
2018-08-27 00:00:00+05:30,384.65,377,378,383,9563369
2018-08-28 00:00:00+05:30,386,362.8,386,370.6,26309238
2018-08-29 00:00:00+05:30,378.55,362,373.65,365.15,30544751
2018-08-30 00:00:00+05:30,369,358,369,361.75,28157288
2018-08-31 00:00:00+05:30,350,336.25,343,343.5,84019022
2018-09-03 00:00:00+05:30,348,337.2,347.95,339.05,26137760
2018-09-04 00:00:00+05:30,343.4,332.55,340.75,334.05,22057643
2018-09-05 00:00:00+05:30,344.9,332.25,332.9,343.8,24809578
2018-09-06 00:00:00+05:30,347.8,337.9,346.55,339.2,17527530
2018-09-07 00:00:00+05:30,341.05,321.8,341,323.4,48830425
2018-09-10 00:00:00+05:30,328.9,316,323.65,323.65,43295622
2018-09-11 00:00:00+05:30,327.85,314.6,326,316.6,28553718
2018-09-12 00:00:00+05:30,319.95,310.6,318,314.3,26121445
2018-09-14 00:00:00+05:30,328.5,316.7,318.5,323.1,36624891
2018-09-17 00:00:00+05:30,321.85,315.95,317.5,318.6,18554055
2018-09-18 00:00:00+05:30,328.95,319.1,319.35,323.55,30243505
2018-09-19 00:00:00+05:30,328.75,318.05,326,319.2,16185496
2018-09-21 00:00:00+05:30,287.3,218.1,287.3,226.5,293552756
2018-09-24 00:00:00+05:30,237.5,215.85,236.5,226.4,105701372
2018-09-25 00:00:00+05:30,238.85,197.25,230,219.7,110217421
2018-09-26 00:00:00+05:30,229.8,217,223,223.75,62814786
2018-09-27 00:00:00+05:30,227,202.05,226,203.25,91197198
2018-09-28 00:00:00+05:30,204,165,203.6,183.65,148654874
2018-10-01 00:00:00+05:30,203.8,170.6,180,200.85,130992623
2018-10-03 00:00:00+05:30,222.95,202.25,205,212.75,97945695
2018-10-04 00:00:00+05:30,220,205.05,209.4,215,65604016
2018-10-05 00:00:00+05:30,218.5,203.1,215,206,40546788
2018-10-08 00:00:00+05:30,226.6,207.4,210,221.2,62349640
2018-10-09 00:00:00+05:30,233.8,222.6,225.5,224.65,49480210
2018-10-10 00:00:00+05:30,237,219.4,229,233.9,52351177
2018-10-11 00:00:00+05:30,268.95,216.65,222,240.2,94679663
2018-10-12 00:00:00+05:30,254.4,244.5,247,246.45,43535321
2018-10-15 00:00:00+05:30,250.6,241.55,248.95,246,24694397
2018-10-16 00:00:00+05:30,251.4,245.6,247,248.9,18099074
2018-10-17 00:00:00+05:30,254.85,228.5,252.5,231.9,37767849
2018-10-19 00:00:00+05:30,230.55,213,225,217.9,50336402
2018-10-22 00:00:00+05:30,222.35,208.5,221,211.5,33633639
2018-10-23 00:00:00+05:30,216.7,206.5,209,213.2,28293781
2018-10-24 00:00:00+05:30,220,202,217.5,204,38009322
2018-10-25 00:00:00+05:30,207.5,195,202.6,198.35,59170164
2018-10-26 00:00:00+05:30,191.65,168.6,178.55,180.7,95760078
2018-10-29 00:00:00+05:30,185.9,174.75,185,181.3,52331613
2018-10-30 00:00:00+05:30,189.9,180.65,182,182.05,43428186
2018-10-31 00:00:00+05:30,189.5,179.65,185,188.1,53264490
2018-11-01 00:00:00+05:30,205.75,189.05,192,204.05,69202992
2018-11-02 00:00:00+05:30,215.9,207.65,212.75,209.1,51686587
2018-11-05 00:00:00+05:30,212.35,206.1,209,210.1,21134350
2018-11-06 00:00:00+05:30,217.9,211,212.25,214.45,26924066
2018-11-07 00:00:00+05:30,218,215.5,217.45,215.95,3962712
2018-11-09 00:00:00+05:30,229.4,213.2,214,227.9,40754087
2018-11-12 00:00:00+05:30,230.85,221.1,230,223.05,29069172
2018-11-13 00:00:00+05:30,226.85,220,222,225.45,19014119
2018-11-14 00:00:00+05:30,229,221,226.9,222.4,19780790
2018-11-15 00:00:00+05:30,217.95,202.25,215,205.85,60944632
2018-11-16 00:00:00+05:30,201.75,187.8,201.75,191,88101871
2018-11-19 00:00:00+05:30,205.95,194.35,198.1,204.8,64329717
2018-11-20 00:00:00+05:30,199.75,191,198,192.1,77354754
2018-11-21 00:00:00+05:30,200.8,194.6,196.1,198.15,47627190
2018-11-22 00:00:00+05:30,203.85,194.65,200,195.55,44350629
2018-11-26 00:00:00+05:30,191.95,182.2,189,187.9,60418383
2018-11-27 00:00:00+05:30,193.8,180.35,193,182.65,70065939
2018-11-28 00:00:00+05:30,181,160.3,180.4,162.1,140720495
2018-11-29 00:00:00+05:30,167,146.75,157.05,160.45,292043464
2018-11-30 00:00:00+05:30,171.35,160.45,164,169.8,120153166
2018-12-03 00:00:00+05:30,179.5,165.3,174,178,104720593
2018-12-04 00:00:00+05:30,182.45,175.25,180.35,176.5,68038860
2018-12-05 00:00:00+05:30,178.45,172.2,173.5,173.4,52289539
2018-12-06 00:00:00+05:30,172.5,167.35,169,168.45,38867660
2018-12-07 00:00:00+05:30,172,162,170,166.2,49750931
2018-12-10 00:00:00+05:30,169.5,160,162,165.65,50379613
2018-12-11 00:00:00+05:30,179.85,163.8,164.5,177.85,85103084
2018-12-12 00:00:00+05:30,187.5,181.55,182,186.6,71832334
2018-12-13 00:00:00+05:30,193.2,172.3,193,174.7,108920029
2018-12-14 00:00:00+05:30,181.6,168.25,172.7,180.35,79566067
2018-12-17 00:00:00+05:30,184.45,179.45,183.25,181,35269769
2018-12-18 00:00:00+05:30,180.9,176.75,180,179,35729865
2018-12-19 00:00:00+05:30,183.15,178.6,180.5,179.55,40247602
2018-12-20 00:00:00+05:30,187.6,178,179,186.75,61970822
2018-12-21 00:00:00+05:30,188.45,180.85,188,182.95,40864241
2018-12-24 00:00:00+05:30,185.5,181.25,184,182.3,32861722
2018-12-26 00:00:00+05:30,182.65,174.25,182.5,179.45,47421246
2018-12-27 00:00:00+05:30,183.45,177.05,183,178.1,44303877
2018-12-28 00:00:00+05:30,183.3,180,180,181.45,27142501
2018-12-31 00:00:00+05:30,183.85,181,183.2,181.8,18970865
2019-01-01 00:00:00+05:30,185.9,181,182.6,184.25,24160878
2019-01-02 00:00:00+05:30,187,182.5,183.45,184.65,32583205
2019-01-03 00:00:00+05:30,186,183.5,185.25,184.1,20239949
2019-01-04 00:00:00+05:30,190.3,181.55,184.85,189.65,45914917
2019-01-07 00:00:00+05:30,194.4,185.8,193.9,187.15,40515242
2019-01-08 00:00:00+05:30,193.2,185,188,192.35,40559174
2019-01-09 00:00:00+05:30,193.95,181.5,193.95,186.45,63673200
2019-01-10 00:00:00+05:30,188.9,184.2,188,186.9,36296992
2019-01-11 00:00:00+05:30,189.9,182.75,188.7,184.25,33594786
2019-01-14 00:00:00+05:30,198,182.3,185,195.35,98089778
2019-01-15 00:00:00+05:30,205,196.1,196.6,203,82308056
2019-01-16 00:00:00+05:30,209.15,203.5,204.8,208.35,58015710
2019-01-17 00:00:00+05:30,209.55,200.25,209.25,201.5,60534702
2019-01-18 00:00:00+05:30,203.05,196.2,202,198.6,41858021
2019-01-21 00:00:00+05:30,200.5,190.7,199.3,191.95,37304992
2019-01-22 00:00:00+05:30,193.8,187.4,191.5,192.2,38382360
2019-01-23 00:00:00+05:30,199.5,193.65,194.5,197.25,46394304
2019-01-24 00:00:00+05:30,235,189,199,215.4,127603904
2019-01-25 00:00:00+05:30,245,218,225,219.6,183425643
2019-01-28 00:00:00+05:30,223,206.1,222.45,207.5,58015753
2019-01-29 00:00:00+05:30,209.45,195.7,207,202.9,76651017
2019-01-30 00:00:00+05:30,212,198.3,211,199.5,65312137
2019-01-31 00:00:00+05:30,202.45,190.15,202,194.1,67794993
2019-02-01 00:00:00+05:30,197.2,181.25,195.9,185.6,66597684
2019-02-04 00:00:00+05:30,184.7,175.6,184.25,179.8,60771732
2019-02-05 00:00:00+05:30,183.5,175,179.8,176.1,44477885
2019-02-06 00:00:00+05:30,178.95,173,178.9,176.45,45391450
2019-02-07 00:00:00+05:30,181.8,175.25,177.1,176.95,44494971
2019-02-08 00:00:00+05:30,178.5,173.25,177,175.1,32561739
2019-02-11 00:00:00+05:30,176,170.1,175.1,173.25,29509227
2019-02-12 00:00:00+05:30,176.25,172.1,173,172.65,22298518
2019-02-13 00:00:00+05:30,174.7,168.1,173.95,169.45,26229114
2019-02-14 00:00:00+05:30,224,186.35,186.35,221.25,264725005
2019-02-15 00:00:00+05:30,226.9,211.3,226.9,219,141193124
2019-02-18 00:00:00+05:30,216.7,201,201,213.55,89969426
2019-02-19 00:00:00+05:30,218.1,211.55,215.1,212.85,33990276
2019-02-20 00:00:00+05:30,219.8,213.35,216.9,217.85,48429455
2019-02-21 00:00:00+05:30,218.85,214,218.85,215.15,27975632
2019-02-22 00:00:00+05:30,223.7,213.1,214.5,222,51329944
